id,name,required_age,is_free,developers,review_score,total_positive,total_negative,total_reviews
1198490,All That Remains: Part 1,0,False,Glitch Games,0,1,3,4
1198510,Paperball,0,False,Cliax Games,8,130,4,134
1198550,Moderium,0,False,All Saints Gaming,0,1,0,1
1198600,Pizza Time Explosion,0,False,Electric Prune Juice,7,17,1,18
1198630,Customer Cums First!,0,False,Miel,7,8,2,10
1198700,Chained: A Victorian Nightmare,0,False,MWM Interactive,6,12,4,16
1198730,Hentai Police,0,False,Podval Games,8,105,22,127
1198740,Colony Siege,0,False,Finifugal Games,8,72,6,78
1198810,Wolf and Pigs,0,False,Visual Light,0,5,1,6
1198820,Monster Girl Garden,0,False,Noxious Games,5,9,5,14
1198210,Dogworld,0,False,Lateralis,8,55,1,56
1198220,Slave Girl Reno,0,False,Aphrodite,0,1,2,3
1198240,Danger City,0,False,Hash Technology,0,2,2,4
1198270,The Button Witch,0,False,DDreams Games,0,7,0,7
1198290,Space Block Buster,0,False,Reality MagiQ,7,14,0,14
1198310,Mr.King Luo!Don't be kidding,0,False,艾斯貝洛,0,1,0,1
1198340,Summoner VR,0,False,Broadway Entertainment Group Interactive,0,1,0,1
1198380,COWBOY YAKUZA,0,False,Active Gaming Media Inc.,0,2,1,3
1198390,Kawaii Girl,0,False,MoeGame,0,4,2,6
1198400,Rhythm Fighter,0,False,echo games,7,14,0,14
1198440,The Burning Descent,0,False,RyseUp Studios,0,2,0,2
1198450,The Secret Order 8: Return to the Buried Kingdom,0,False,Sunward Games,7,25,5,30
1197990,"Shoot, push, portals",0,False,CrewLab,7,11,1,12
1198020,Braverz,0,False,Evil Noob Studios,0,0,1,1
1198040,Wide Ocean Big Jacket,0,False,Turnfollow,8,133,4,137
1198050,War Remains: Dan Carlin Presents an Immersive Memory,0,False,Flight School Studio,6,55,17,72
1198060,Christmas Stories: Enchanted Express Collector's Edition,0,False,Elephant Games,0,4,2,6
1198070,The Christmas Spirit: Grimm Tales Collector's Edition,0,False,Domini Games,0,8,0,8
1198080,Westminster Darkly,0,False,Studio Incorrect,0,1,1,2
1198090,The Legend of Heroes: Trails of Cold Steel IV,0,False,Nihon Falcom,8,625,38,663
1198110,Fantasy Realm TD,0,False,Gyro-Games Inc.,0,2,1,3
1197520,Familia,0,False,Joseph Abraham,7,13,0,13
1197530,Planet Modular TD,0,False,Gyro-Games Inc.,0,4,1,5
1197550,Ouction,0,False,Hurricane Dot Com,4,4,13,17
1197570,Until We Die,0,False,Pixeye Games,6,400,121,521
1197590,Waifu Uncovered,0,False,One-Hand-Free Studios,7,38,8,46
1197670,Robin Hood: Country Heroes,0,False,Game On Production,0,1,0,1
1197700,Hermes: War of the Gods,0,False,Platinum Games,0,1,0,1
1197710,Golden Rails: Tales of the Wild West,0,False,Yustas Game Studio,0,2,0,2
1197770,Lilly Knight and the Three Cities of Lust,0,False,HFTGames,6,93,27,120
1197820,Craftlands Workshoppe,0,False,Arvydas Žemaitis,6,35,10,45
1197840,The incredible friends,0,False,Sun & Eyes,0,0,1,1
1197010,TAL: Wizard's Adventures,0,False,Snkl Studio,0,4,1,5
1197020,Tale of the Gallant Jiraiya,0,False,Brave Rock Games,0,1,0,1
1197030,Mystic Pillars: A Story-Based Puzzle Game,0,False,Holy Cow Productions,7,32,2,34
1197060,FUNGI,0,True,Nonline Studios,0,2,0,2
1197100,Red Mercenary,0,False,Nicolas Zurek,0,4,2,6
1197110,Advancity,0,False,Tbjbu2,0,1,4,5
1197150,Em-A-Li,0,False,Yobob,0,5,1,6
1197210,HentaiTeachers,0,False,GAO,0,3,1,4
1197230,Biba`s Adventures — Hardcore Platformer,0,False,Volrest,0,8,1,9
1197340,Dead territory,0,False,Kedexa,0,0,1,1
1197350,Santa's Big Sack,0,False,Great Idea Games,7,11,0,11
1197360,The Santa Challenge,0,False,CCS,0,1,0,1
1197370,Suite 776,0,False,Stanislaw Truchowski,8,228,22,250
1197380,Flashover MegaSector,0,False,Happy Frog Games,0,1,0,1
1197390,Robot Island,0,False,New Beings,7,19,0,19
1197500,Groove Runner,0,False,Milgamsoft,0,1,0,1
1196750,Hentai Match Fantasy Stories,0,False,Ero Team Triangle,0,4,3,7
1196800,TaniNani,0,False,WhyKev,7,14,0,14
1196890,Puzzle Tower,0,False,CRGames,7,9,1,10
1196940,Particulate,0,False,Mike Turitzin,0,5,0,5
1196970,Vile Matter,0,False,Decoy Software,0,3,0,3
1196260,Draft Day Sports: Pro Basketball 2020,0,False,Wolverine Studios,0,2,4,6
1196280,Pussy Puzzle,0,False,SpielmannSpiel,0,3,0,3
1196350,ATROFIL: THE KEY,0,False,MiL_Puzzle,0,0,1,1
1196380,Automaton,0,False,Cicle Interactive,0,1,2,3
1196390,Fairy Godmother Stories: Cinderella Collector's Edition,0,False,Domini Games,0,5,0,5
1196400,Mystery Case Files: Black Crown Collector's Edition,0,False,Eipix Entertainment,7,20,5,25
1196440,Potion Party,0,False,RPGames,7,12,0,12
1196450,Stop Sign VR Tools,0,False,Reality Inside Ltd.,7,23,3,26
1196500,Party Arena: Board Game Battler,0,False,Funture Games,7,16,4,20
1196520,The Secret of Hutton Grammar School,0,False,Tom Simpson,0,4,2,6
1196550,Days Gone By,0,False,Fineam Neo Studio,0,1,0,1
1196570,Suzunaan on Fire,0,False,The Creator Workgroup,0,2,1,3
1196580,The Pale City,0,False,Kyle Muntz,0,6,0,6
1196630,Nexomon: Extinction,0,False,VEWO Interactive Inc.,8,627,71,698
1196690,OctaFight,0,False,Pixel Almost Perfect,0,1,0,1
1195910,Dead Dreams,0,False,Aiaz Marx,7,21,1,22
1195920,Solar Panic: Utter Distress,0,False,Barracuda Disaster,7,12,3,15
1195980,Noble Woman's Pastries,0,False,Aphrodite,0,1,0,1
1196080,Space Simulation Toolkit,0,False,Pavel Kudinov,7,33,4,37
1196130,Top Run,0,False,Katata Games,0,3,0,3
1196160,British Gangsters,0,False,Blackpixel Studio,0,1,2,3
1196170,Gang District,0,False,MasterdniM,0,4,0,4
1196190,KUMO The Little Robot,0,False,YukiOstudio,0,1,1,2
1195530,The Tawashi,0,False,MUTOYS,0,9,0,9
1195550,Gamedev simulator,0,False,High and Wide,0,0,2,2
1195560,Alek - The Lost Kingdom,0,False,Jessy Lemieux,8,77,18,95
1195570,Dark Invasion VR,0,False,Vadim Silver,0,2,0,2
1195620,Ocean Drive Challenge Remastered,0,False,Hyo Software,0,2,0,2
1195710,Monster Viator,0,False,"Hit-Point Co.,Ltd.",0,4,0,4
1195870,零界战线,0,False,Elementman Technology,0,1,0,1
1195230,Darkness and Flame: Enemy in Reflection,0,False,FIVE-BN GAMES,7,19,0,19
1195270,iFAction Game Maker,0,False,iFAction Studio,7,17,2,19
1195320,Mokoko,0,False,NAISU,7,39,0,39
1195350,Your little story: Winter,0,False,BananaChu Team,0,3,1,4
1195360,Re:Turn - One Way Trip,16,False,Red Ego Games,6,30,10,40
1195410,Trial of the Gods: Siralim CCG,0,False,Thylacine Studios,7,20,2,22
1195430,Fight High,0,False,Broodling Studios,0,4,0,4
1195460,Last Year,0,False,Elastic Games,5,1355,708,2063
1194910,Celestial,0,False,Caboose,0,3,0,3
1194940,Tower of Shades,0,False,Lame Jam,7,13,3,16
1195020,Guardians of the Ashes,0,False,Mature Games,6,82,21,103
1195090,Hippoboar Rancher ~かばいの牧場物語~,0,False,OTUSUN LAND,0,1,0,1
1195140,URG,0,False,Jani Penttinen,0,2,0,2
1195170,Rebound Ball,0,False,meokigame,0,2,2,4
1194480,Cursed Gem,0,True,AikonCWD,7,11,0,11
1194590,Star Dynasties,0,False,Pawley Games,6,72,26,98
1194600,Bronze Hoof,0,True,Persic Games,0,1,0,1
1194610,Knights of the Temple: Infernal Crusade,0,False,Starbreeze Studios,7,11,2,13
1194630,The Dark Pictures Anthology: Little Hope,18,False,Supermassive Games,6,943,390,1333
1194650,ReFrame,0,False,Frame,0,0,1,1
1194670,Fairyfail,0,False,Teraknights,0,2,0,2
1194680,ZooKeeper Simulator,0,False,Forceight,8,100,12,112
1194690,Creatry — Easy Game Maker & Game Builder App,0,False,Sanya,0,1,6,7
1194700,House Flipper VR,0,False,Frozen Way,5,59,43,102
1194720,No School No Rules,0,False,Namion Games,0,2,1,3
1194790,Kessler Effect,0,False,Impulse Machine,0,4,4,8
1194830,Master Bladesmith,0,False,Elixir Games,8,186,18,204
1194840,Frog Fractions: Game of the Decade Edition,0,True,"Twinbeard, Inc.",8,65,0,65
1193990,Trapped,0,False,N4bA,7,11,2,13
1194050,Orange Cast: Sci-Fi Space Action Game,0,False,Team Rez,6,36,14,50
1194100,Musical Aim Trainer,0,False,Atom studio,0,0,1,1
1194140,Blind Justice,0,False,Nicholas Rizzo,5,20,15,35
1194160,One-Eyed Lee and the Dinner Party,0,False,DarkChibiShadow,0,5,0,5
1194170,Foe Frenzy,0,False,Ellpeck,0,1,0,1
1194220,Zombie Tag Royale,0,False,TagYourItGaming,0,2,0,2
1194380,Volleyball Fever Flat,0,False,Neuston AB,0,1,0,1
1194390,The Land of Crows,0,True,Gemlore,0,4,0,4
1193660,Jack-O-Lantern Covers of Darkness,0,False,"Strawberry Game Studios, LLC",0,3,0,3
1193730,Piece Of Mind,0,False,Rig Studio,0,0,2,2
1193780,Tower Climb,0,False,11Sheep,0,2,0,2
1193790,UNHERD,0,False,Happimal,0,4,1,5
1193830,Jeremiah,0,False,Tom Wagner - Dubya Studios,0,1,0,1
1193930,Ping Pong Space - Retro Tennis,0,False,Best Friend Games,0,2,0,2
1193950,Dashbot Ninja,0,False,Trio Queue,0,1,0,1
1193110,Love love demon ji-恋恋妖姬,0,False,FlyBoyStudio,0,2,1,3
1193160,Bomber Fox,0,False,Laughing Fox Games,0,0,1,1
1193200,K37-D,0,False,ShadowBlade Games,0,3,0,3
1193210,Hunt the Muglump,0,False,Play Old School Games,0,3,0,3
1193300,Axe Cop,0,False,Red Triangle Games,0,7,0,7
1193330,Together - A Wish No One Remembers,0,False,Hangover Cat Purrroduction,0,5,0,5
1193340,Zelter,0,False,G1 Playground,6,240,65,305
1193420,The Dis-United States Of America,0,False,Spaghetti Code Ltd,0,1,0,1
1193450,Stripper Anya: Christmas Special,0,False,"X-MiGuPLAY, LLC",0,0,1,1
1193460,Bunny Sudoku,0,False,DillyFrame,0,3,1,4
1193490,A Crooked Heart,0,False,Little Blackbird Studio,0,2,0,2
1193520,Space Climber,0,False,Ferulox Studios,0,1,1,2
1193560,Roast Party,0,False,Fraccas,0,6,0,6
1192580,Nyanco Dream,0,False,Nyanco Channel,6,10,3,13
1192610,ANIME REDEMPTION,0,False,Konnichiwa Games,8,132,30,162
1192640,Hentai Mosaique Neko Waifus,0,False,Lil Hentai Games,8,394,21,415
1192730,ADULT SHERIFF,0,False,Konnichiwa Games,5,44,23,67
1192740,Woman's body: For adults 2,0,False,Softened Cookie,0,3,1,4
1192840,The Shenanigans of Cherry and Trix,0,False,Critoniuum,0,1,0,1
1192860,Winter Snow | 冬雪,0,False,木子工坊,0,1,0,1
1192880,Nostalgiarian,0,False,Cloaz Studio,0,0,1,1
1192890,Shoot Them,0,False,Cтрельба,5,16,7,23
1192910,食用系少女：美食內戰 Food Girls：Civil War,0,False,SimonCreative,0,2,0,2
1192070,TriangleStorm,0,False,Benjamin Berglund,0,1,0,1
1192160,Section Six,0,False,Lepus Games,0,1,0,1
1192260,Labyrinths of the World: The Wild Side Collector's Edition,0,False,Domini Games,0,3,0,3
1192270,Royal Detective: The Last Charm Collector's Edition,0,False,Elephant Games,0,1,0,1
1192310,KAWAII GIRLS PUZZLE,0,False,Elementarium games,7,8,2,10
1192390,Invisible Enemy,0,False,Studio Cute,0,0,3,3
1192410,Room Escape '1053',0,False,Godam Inc.,0,0,1,1
1192420,Shuttle Commander,0,False,Immersive VR Education,5,10,9,19
1192500,GraFi Christmas,0,False,Blender Games,0,1,1,2
1191580,Nexomon,0,False,VEWO Interactive Inc.,8,395,37,432
1191590,End of War 1945,0,False,The 45th Division,7,9,2,11
1191610,Memory,0,False,Soft Paw Studio,0,1,0,1
1191790,The World Is Ruled According to Sexual Prowess So I’m Playing Dirty to Get My Harem Episode 1,0,False,Boom! Boom! Douga,0,2,2,4
1191820,Spot The Differences 2020 | 大家来找茬 2020,0,False,KUWOGame,0,3,0,3
1191860,Memody: Sindrel Song,0,False,Tobias Cornwall,7,15,0,15
1191900,Say No! More,0,False,Studio Fizbin,8,187,12,199
1191940,Deathtrap Dungeon: The Interactive Video Adventure,0,False,Branching Narrative Ltd,8,105,8,113
1192060,Virus L,0,False,Luthor Dynamics,0,0,3,3
1191190,War Robots: Planet Defender,0,False,Xue Dong,0,3,0,3
1191210,Seek Girl Ⅲ,0,False,DSGame,8,202,46,248
1191280,12 Labours of Hercules X: Greed for Speed,0,False,Jetdogs Studios,0,4,3,7
1191440,Forgotten Ways,0,False,IllSeeYou,0,1,1,2
1191500,Spire of Sorcery (Limited Early Access),0,False,Charlie Oscar Lima Tango Interactive Entertainment,5,6,9,15
1191510,PixHunter,0,False,Studio Inward,0,0,1,1
1190620,Defence War,0,False,StarSystemStudios,0,2,5,7
1190640,Memory Match Saga,0,False,Boogygames Studios,0,1,0,1
1190750,GameAssistant: The Tool For Every Gamer,0,True,GameAssistant Team,0,0,1,1
1190760,Tales of the Deck,0,False,One Bit Factory,0,0,3,3
1190780,DooM in the Dark 2,0,False,indie_games_studio,0,0,2,2
1190810,Ghetto Conspiracy,0,False,Ghetto Games,0,8,0,8
1190820,Booobjz,0,False,FreeAnimals_Software,0,6,0,6
1190910,Defend Them !,0,False,Butter Fly Games,0,1,0,1
1190930,ScribbleDude,0,False,RandomErik,0,6,0,6
1190980,Hoarding Simulator,0,False,Ryan Carlos,0,0,1,1
1191070,Yuki Onna | 雪女,0,False,Chilla's Art,6,35,11,46
1191100,Hentai Waifu,0,False,GentleDriver,6,13,4,17
1190160,LIT: Bend the Light,0,False,Copperglass,8,81,5,86
1190180,Arrow,0,True,HEILAH,0,1,0,1
1190310,Dancing Arrow : Beat Smash,0,False,Geniesoft Inc.,0,2,0,2
1190380,Race Race Racer,0,False,Enaayah Software Development and Services Private Limited,6,8,3,11
1190400,The Wonderful 101: Remastered,0,False,PlatinumGames Inc.,8,196,35,231
1190410,Crazy city,0,False,JOJO,0,2,1,3
1190460,DEATH STRANDING,0,False,KOJIMA PRODUCTIONS,8,13612,1329,14941
1190480,Heebie Jeebies: The Roller Coaster,0,False,Lukas Litinskas,0,1,1,2
1190560,Scriptum VR: The Neighbor's House Escape Room,0,False,Adver2Play,0,1,0,1
1189740,Juken Jigoku | 受験地獄,0,False,W&H Game Systems,5,11,5,16
1189750,WinTweaker,0,False,Giga-Core,0,4,2,6
1189780,Wallachia: Reign of Dracula,0,False,Migami Games,6,31,9,40
1189800,Bleeding Edge,0,False,Ninja Theory,6,525,224,749
1190060,The Last Deathbound,0,False,Kenny Doan,0,4,0,4
1190110,H-SNIPER: Middle East,0,False,Konnichiwa Games,8,355,32,387
1190120,Good doktor,0,False,Niko Belik,0,1,4,5
1189230,Door in the Woods,0,False,teedoubleuGAMES,6,116,35,151
1189360,Art of Beauties,0,False,Kotovodk Studio,7,9,2,11
1189380,Beat Or Die The MiniGames,0,False,BlueNothing Games,0,1,0,1
1189440,VenusBlood FRONTIER International,0,False,Ninetail,7,24,5,29
1189460,ClickCells: Office Lady,0,False,Crew Lab,6,15,5,20
1189520,Street Hoop,0,False,Digicon,0,4,1,5
1189630,Path Of Wuxia,0,False,Heluo Studio,8,474,28,502
1189650,Post Scriptum CTG: Collectible Token Game,0,True,Alien Intelligence UAB,0,1,1,2
1188760,JEF,0,False,Jeremy Couillard,7,37,3,40
1188800,In the Service of Mrs. Claus,0,False,Choice of Games,0,2,2,4
1188970,Ether Loop,0,False,Moon Lens,6,89,25,114
1188990,WREST,0,False,Shaftesbury Lucid Inc,6,8,3,11
1189020,LOGA: Unexpected Adventure,0,False,Ibrahim sofan,0,0,2,2
1189040,Smart Girl : Christmas,0,False,Smart Party,0,0,1,1
1189050,Hot And Lovely,0,False,Lovely Games,5,13,8,21
1189080,Squirrel Legacy,0,False,Obscure,0,3,3,6
1189120,Posibility,0,False,UGtobest,0,0,1,1
1189200,Moonlight Basket,0,False,Inu to Neko,0,1,0,1
1189210,Yuna and other troubles,0,False,Strawberry Entertainment,0,0,1,1
1188430,"Deep, In the  Forest",0,False,Satur Entertainment,5,8,6,14
1188540,Apex Aim Trainer,0,False,SharkFishFish,8,96,15,111
1188580,Classic Snake Adventures,0,False,Crazysoft Limited,0,2,0,2
1188670,Castle Commander,0,False,Barry McCabe,0,1,0,1
1188680,The Political Machine 2020,0,False,Stardock Entertainment,8,442,98,540
1188690,Speed Masters ASD,0,False,H.D.A.,0,1,0,1
1188710,Bloodholic,0,False,釉里红,0,1,0,1
1188000,Pulstario,0,False,Fred Wood,7,15,0,15
1188060,My hot beach vacation,0,False,Ero Team Triangle,0,1,2,3
1188080,Cats are Liquid - A Better Place,0,False,Last Quarter Studios,8,73,5,78
1188140,Country Road VR,0,False,Somun Immersive,0,5,1,6
1188160,Ground Zero Texas - Nuclear Edition,0,False,Screaming Villains,0,3,3,6
1188250,GLOWCOMA: chapter 1,18,False,Tsvetomir Georgiev,8,74,9,83
1188260,Creature Card Idle,0,False,Fordesoft,5,37,20,57
1188280,Coffee Rush,0,False,Anarchy Enterprises,0,1,0,1
1188290,Cover Your Eyes,0,False,StarSkipp,0,0,1,1
1188310,Mini Island,0,False,MACKINN7,0,5,0,5
1188330,Classic Sudoku,0,False,Studio Goya,8,205,17,222
1187600,Wicked Willow,0,False,T.F. Wright,7,23,4,27
1187620,Hentai Pazu,0,False,GentleDriver,5,9,4,13
1187650,Blaze Revolutions,0,False,Little Chicken Game Company,0,5,1,6
1187740,InfiniteBeat,0,False,CyberGods,0,2,3,5
1187790,FULLCHOKE : Clay Shooting VR,0,False,ROLLINGJ GAMES,0,5,2,7
1187830,Incredible Dracula: Witches' Curse,0,False,Platinum Games,0,2,0,2
1187840,Vesper,0,False,Cordens Interactive,0,4,0,4
1187900,NARWHAR Project Hornwhale,0,False,AB,0,1,0,1
1187940,Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,0,False,MAGES. Inc.,4,28,45,73
1187950,Gaijin Charenji 1 : Kiss or Kill,0,False,overGame Studio,0,1,0,1
1187330,Tower Tag,0,False,VR Nerds,8,96,16,112
1187420,Hasfax,0,False,HorseGames,0,3,5,8
1187430,"SpaceVibes VR (Point & Click, Abstract, Disco Music)",0,False,vrSimilitude (Karrson Heumann),0,0,1,1
1187490,Phoenix Tales,0,False,Adventurers Guild Entertainment,0,3,1,4
1187510,Rock Simulator,0,False,Vinoo,8,155,6,161
1186880,OctoFurry,0,False,ArenaDev,7,38,6,44
1186940,Underneath,0,False,NORSKA,0,0,1,1
1187030,星礼研究所 | Sighchology Research Lab,0,False,Kalaicoconut Studio,0,0,2,2
1187110,INVESTMENT HERO,0,False,SexyPolygonGames,0,1,1,2
1187140,Elementary Anatomy: With Story Mode,0,False,Virtual Medicine,0,4,0,4
1187190,The Knight of the Crimson Tower,0,False,Ikuku,0,2,0,2
1187250,Consumed Awakening,0,False,Birchislet Gaming,0,1,0,1
1186400,West Sweety,0,False,ADOG,6,111,35,146
1186460,Songs Of Wuxia,0,False,苏州幻步网络科技有限公司,0,5,3,8
1186510,Land of Ngoto,0,False,Marc Oesigmann,0,1,1,2
1186530,Business Wars - The Card Game,0,False,Black Phoenix Studio,0,2,1,3
1186570,Die Fantastischen VR - Fantaventura,0,False,gebrueder beetz filmproduktion,0,2,0,2
1186580,New York Mysteries: The Outbreak,0,False,FIVE-BN GAMES,7,16,2,18
1186630,1971 PROJECT HELIOS,0,False,Recotechnology S.L.,0,1,2,3
1186640,Pumpkin Jack,0,False,Nicolas Meyssonnier,9,1044,53,1097
1186650,MADELA,0,False,Habib Alejalil,0,0,3,3
1186690,Timpu's treasure,0,False,Siddharth Sivaraman,0,2,0,2
1186720,The Cruxis Sword,0,False,Daydream Studios,0,2,1,3
1186730,Terro Lunkka Adventures,0,False,Tero Lunkka,0,1,0,1
1186740,Kyle is Famous,0,True,John Szymanski,0,2,0,2
1186770,Disgrâce,0,False,Bladiriel,0,0,1,1
1186100,Beast Brigade,0,False,David Valentine,0,4,1,5
1186160,All Day Dying: Redux Edition,0,False,Paulo Lopes,7,21,5,26
1186220,Wire Lips,0,False,AIHASTO,7,22,1,23
1186260,Bondage Girl,0,False,MCG,5,8,9,17
1186270,Nosferatu Lilinor,0,False,neon,0,2,0,2
1186280,Dodge If you Can!,0,False,Andrew H.P. Lee,0,2,0,2
1186290,Ballance: The Return,0,False,"Happy Happy Technology Chengdu Co., Ltd.",0,2,7,9
1186310,Mailbox,0,False,S'Games,0,1,1,2
1186340,Action Ball 2,0,False,Rionix,0,6,0,6
1186350,Lethal Tempting Girls,0,False,Soil Hammer Studio,0,2,0,2
1185600,神国：创造（The Kingdom of God）,0,False,明枭网络,0,0,1,1
1185620,NecroLand : Undead Corps,0,False,JANUS LABS,0,0,1,1
1185630,CubeParkour,0,False,Pit Forest,0,2,0,2
1185660,Sex Adventure - The Board Game,0,False,CritoGames,0,5,1,6
1185700,Arrog,0,False,LEAP Game Studios,7,27,4,31
1185730,Lovely Hentai,0,False,Snkl Studio,0,5,1,6
1185740,Mira,0,False,Too Husky,0,4,1,5
1185820,Hollow Island,0,False,Edym Pixels,8,46,6,52
1185870,Skyland 1976,0,False,Simon CLAVEL,6,11,3,14
1185950,Wars of the Roses,0,False,HexWar Games,0,6,2,8
1185960,Napoleon in Russia,0,False,HexWar Games,0,2,0,2
1186030,Death Park,0,False,Euphoria Games,7,9,1,10
1186040,Worms Rumble,0,False,Team17 Digital,6,364,101,465
1185330,Blades of Gory,0,False,Fortcullis Games,5,7,4,11
1185360,Alan Sharp,0,False,Mystive Studios,7,24,3,27
1185390,How to Become a Ninja: Part 1,0,False,Pixel vs Pixel,0,1,0,1
1185410,Minigame Blast,0,False,Northern Amusements,0,1,0,1
1185470,Deathbloom: Chapter 2,0,False,Vincent Lade,7,12,2,14
1185480,Doom of the Clawn,0,False,1scGames,0,4,0,4
1185520,Love Rhythm,0,False,Triple-S,8,120,27,147
1185560,Astellia,0,False,Studio 8,5,363,193,556
1184960,Escalation: Aggressors,0,False,Hubert Dzikuć,7,10,1,11
1184980,The Explorer,16,False,SedSanGames,0,0,1,1
1184990,Huuma Mina: The Secret of Immortality,0,False,Hajime Doujin Circle,8,60,5,65
1185000,Bloody trains,0,False,Marginal act,0,2,2,4
1185140,The Golden Cross,0,False,Jam Entertainment,0,3,0,3
1185160,Inunaki Tunnel | 犬鳴トンネル,0,False,Chilla's Art,8,76,18,94
1185270,经典扫雷,0,False,koyomogi,0,0,1,1
1185280,The Innkeeper,0,False,Game Brewery,0,3,0,3
1184450,Magic of Autumn,0,False,Small Moons,7,18,0,18
1184470,ASTROPUPPA,18,False,Dev.Id Games,0,1,0,1
1184500,YUKI,0,False,ARVORE Immersive Experiences,7,17,0,17
1184550,TERMINAL VR,0,False,REMANIC,5,9,4,13
1184570,Last Neighbor,0,False,TrerPlay,0,3,2,5
1184700,Whispered Secrets: Dreadful Beauty Collector's Edition,0,False,Grandma Studios,0,1,0,1
1184720,Later,0,False,Little Thingie,0,1,0,1
1184770,The Political Process,0,False,Verlumino Studios LLC,9,944,36,980
1184780,BOTS,0,False,KeyWheel,0,3,0,3
1184820,Poker Quest,0,False,Playsaurus,8,94,6,100
1184840,Chaos Galaxy,0,False,Han Zhiyu,8,65,8,73
1184880,Puzzle Girls,0,False,ATMCLOUD Games,0,4,1,5
1184890,Fleeting Iris,0,False,Heaven Studios,6,14,4,18
1184900,Unitied,0,False,Peter Hijma,7,19,0,19
1184040,D1896,0,False,Arkhouse Telegraph,0,6,2,8
1184050,Gears Tactics,18,False,Splash Damage,8,1635,393,2028
1184070,Overrun,0,False,Total Involve,0,0,1,1
1184090,Belly Dance Girl,0,False,Running Hoffman,0,4,4,8
1184160,RUSSIAPHOBIA,0,False,European Flameworms,6,382,146,528
1184190,Knockout Bowling VR,0,False,Zvky design studio,0,0,1,1
1184230,Cross Border VR,0,False,KR,0,1,2,3
1184260,Warchasm,0,False,Defective Penguin Games,0,2,0,2
1184310,Slippery Sausage,0,False,Wonderthing,0,2,0,2
1184400,Succubus Waifu,0,False,永恆艾莉絲工坊,5,16,12,28
1184420,天降锦鲤 ~ My Lucky Koi,0,False,V.P. TEAM,0,2,0,2
1183470,Imperiums: Greek Wars,0,False,Kube Games,8,76,7,83
1183480,Bonsai Castles,0,False,Hyakuren Soft,0,3,0,3
1183500,Puppy Cross,0,False,DIMANCHE CORP.,7,32,2,34
1183510,Little Town Hero,0,False,GAME FREAK inc.,0,3,4,7
1183580,Terra Alia: The Language Learning RPG,0,False,30 Parallel,7,8,2,10
1183670,Angry Zombies,0,False,Studio Inward,0,7,1,8
1183720,Holoswitch,0,False,triple A code GmbH,8,70,14,84
1183840,Dungeon of Rikka,0,False,Poorly Drawn Squid,7,10,1,11
1183030,Layers of Fear VR,16,False,Incuvo S.A.,6,61,21,82
1183080,MMA President,0,False,Sim World Games,5,8,5,13
1183140,Planet Lander,0,False,NanningsGames,0,4,0,4
1183170,All World Pro Wrestling,0,False,Heart's Choice,7,12,1,13
1183200,Portal Dogs,0,False,Brain Connected,0,2,0,2
1183210,Through The Unknown,0,False,Cozy Cloud Productions,0,2,0,2
1183230,A Pirate's Pleasure,0,False,Heart's Choice,0,5,1,6
1183240,Image Compressor,0,False,Software Utility,0,5,2,7
1183260,TrymenT ―Ima o Kaetai to Negau Anata e― AlphA,0,False,TrymenT,0,7,0,7
1183280,Jazz Age,0,False,Heart's Choice,0,3,2,5
1183300,Dawnfall,0,False,Heart's Choice,0,5,2,7
1183410,you are pig sitter,0,False,yukitama,0,1,0,1
1183420,Monochrome World,0,False,RAREST,0,1,0,1
1182670,Haunted Hotel: Room 18 Collector's Edition,0,False,Elephant Games,0,6,2,8
1182690,A Dark World: The Glowing City,0,False,Kipsaim(Mike) Delgado,0,0,1,1
1182720,GO-4-Soldier-1,0,False,ARMSCor Studios,0,2,0,2
1182760,Starlight,0,False,Bambuseae Games,5,17,13,30
1182770,Caves and Castles: Underworld,0,False,Amegami,0,3,0,3
1182830,QT,0,False,Happy Snake,8,102,3,105
1182890,Dunmakia Kingdom,0,False,Pelle Niklas Abrahamsson,0,1,0,1
1182920,Movavi Video Editor Plus 2020 - Video Editing Software,0,False,Movavi Software,8,180,29,209
1182970,VR Katherine,0,False,VR Katherine,5,7,10,17
1182280,Foodtruck Arena,0,False,Cat-astrophe Games,0,1,0,1
1182470,reky,0,False,beyondthosehills,7,19,1,20
1181790,Circle of Sumo: Online Rumble!,0,True,Yonder,0,3,0,3
1181820,Colossal Saga,0,False,Paraverse Games,0,0,1,1
1181840,HIVESWAP: ACT 2,0,False,"What Pumpkin Games, Inc.",8,535,71,606
1181880,Draconic Echoes: The Ardent War,0,False,Mark Vanderploeg,0,1,0,1
1181910,Halloween Chronicles: Evil Behind a Mask Collector's Edition,0,False,Domini Games,0,5,0,5
1182020,WGT Golf,0,True,Topgolf Media,0,4,0,4
1182090,Mr. Pumpkin 2: Kowloon walled city,0,False,Cotton Game,0,9,0,9
1182110,Weed Shop 3,0,False,Weed Games,8,267,30,297
1182200,Hidden World of Art 2,0,False,Meridian93 Studio,0,5,2,7
1181330,D3D INSIDE,0,False,Oblom studio,0,5,2,7
1181400,Path of Giants,0,False,Journey Bound Games,8,92,1,93
1181440,ToGather:Island,0,False,Studio Kamii,7,32,7,39
1181470,My Haunted Doll,0,False,Anamik Majumdar,0,3,2,5
1181510,OS Omega,0,False,Artur Mandas,0,1,0,1
